Indicators,BNC,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,Indicators_en,SCOTIA,BICH,PROMOBK,SOCABK,SOCABL,BHD ,BHD *
salaires et avantages sociaux,57771,11678.5,30017.7,25854,101040.6,103374,6866.2,15325,382088.7,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2006-09-01,Salaries and benefits,12106,0,0,18055.7,0,,
frais de locaux,4301,734.5,9262.1,11617,12127.7,11777.4,2195,3272,64026.4,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2006-09-01,Premises expenses,3677,0,0,5062.7,0,,
amortissement,8843,2634.4,9072.8,7319,22602.4,21605.8,1707.5,3411,88518.2,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2006-09-01,Amortization,4290,0,0,7032.3,0,,
autres depenses d'exploitation,58025,7593.5,32418.4,44874,193488.3,119998.2,5505,20944,545806.2,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2006-09-01,Other operating expenses,19970,0,0,42989.8,0,,
benefice avant impots sur le revenu,68423,-2188.600000000002,20618.399999999994,8048,51651.79999999993,157124.80000000005,8656.099999999999,44036,487576.90000000014,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2006-09-01,Profit before income tax,36526,0,0,94681.4,0,,
impots sur le revenu,0,0,6185.5,0,-103.1,32186.2,2337.1,21577,73140.7,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2006-09-01,Income taxes,10958,0,0,0,0,,
benefice net (perte nette),68423,-2188.600000000002,14432.899999999994,8048,51754.89999999993,124938.60000000005,6318.999999999998,22459,414436.2000000001,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2006-09-01,Net profit (loss),25568,0,0,94681.4,0,,
prets,44534,16053.6,45866.9,59267,157358.3,119868.9,30850.5,59909,689191.6,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2005-09-01,Loans,40976,158.2,29711,77415.9,7222.3,,
interets sur bons b.r.h.,63977,4724.4,6508,2687,43817.5,27414.1,0,70,152778.1,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2005-09-01,Interest on central bank bills,1215,0,0,2365.1,0,,
autres,3400,300.9,779.4,5251,42645.2,36411.6,10736.4,2414,116647.5,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2005-09-01,Other,4325,0,3640,4254.5,2489.5,,
depenses d'interet,7439,4637.2,4183.6,7171,62188.6,51436.7,14736.2,15005,236213.1,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2005-09-01,Interest expenses,2730,6.1,11334,52074.3,3271.4,,
commissions,30596,2704.2,14576.7,15045,42361.7,60736.4,3141.4,15658,211328.19999999998,Autres revenus,Autres revenus,Other income,Other income,2005-09-01,Commission banking fees,5254,49.8,7021,14063.6,120.4,,
gains sur change,11909,7802.8,5266.8,13477,21183.9,54808.4,2602.1,7251,144734.5,Autres revenus,Autres revenus,Other income,Other income,2005-09-01,Foreign exchange gains,3648,0,9516,6676.5,593,,
autres,12105,713.4,16497.3,371,50623,146300.4,423.2,382,235170.19999999998,Autres revenus,Autres revenus,Other income,Other income,2005-09-01,Other,51,433.6,6621,10.6,638.7,,
produit net bancaire,159082,27662.1,85311.5,88927,295801,394103.10000000003,33017.4,70679,1313637,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2005-09-01,Net banking income,52739,635.5,45175,52711.899999999994,7792.5,,
dotation a la provision pour creances douteuses,0,2220.5,4500,4494,23531.3,45088,1748.2,0,116213.8,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2005-09-01,Allowance for bad debts,-4680,0,0,38411.8,900,,
et impots sur le revenu,159082,25441.6,80811.5,84433,272269.7,349015.10000000003,31269.2,70679,1197423.2,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2005-09-01,Earnings before operating expenses and income tax,57419,635.5,45175,14300.099999999991,6892.5,,
salaires et avantages sociaux,48409,10057.2,28870.8,23363,76388.1,83146.7,5464.5,15614,348006,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2005-09-01,Salaries and benefits,11034,285.1,14379,29253.1,1741.5,,
frais de locaux,4207,-293.3,7831.9,12614,11417.3,9252.1,2495.7,3444,69267,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2005-09-01,Premises expenses,3724,60,6790,6133.9,1590.4,,
amortissement,11131,1161.1,6647.6,6823,16130.2,18764.4,991.4,3776,77500.79999999999,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2005-09-01,Amortization,1584,0,4841,4993,658.1,,
autres depenses d'exploitation,43251.4,6794.8,43174.8,39283,124905.8,97321.9,7058.9,19157,524810,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2005-09-01,Other operating expenses,31851,139.5,47901,60150.8,3820.1,,
benefice avant impots sur le revenu,52083.600000000006,7721.799999999996,-5713.600000000006,2350,43428.29999999999,140530.00000000003,15258.7,28688,177839.3999999999,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2005-09-01,Profit before income tax,9226,150.89999999999998,-28736,-86230.70000000001,-917.6000000000004,,
impots sur le revenu,0,0,-1999.8,0,3889.8,48969.5,4806.5,7836,63502,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2005-09-01,Income taxes,0,0,0,0,0,,
benefice net (perte nette),52083.600000000006,7721.799999999996,-3713.8000000000056,2350,39538.499999999985,91560.50000000003,10452.2,20852,114337.3999999999,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2005-09-01,Net profit (loss),9226,150.89999999999998,-28736,-86230.70000000001,-917.6000000000004,,
prets,33506,22040.2,41388.8,57854,180687.8,162485.2,28829,49384,841026.4,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2004-09-01,Loans,50931,169.9,56620,152289.4,4841.1,,
interets sur bons b.r.h.,67256,2978,8520,4486,58522.3,31040.6,0,2836,183547.1,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2004-09-01,Interest on central bank bills,60,0,0,7848.2,0,,
autres,1193,0,477.2,3392,30910.5,13269.2,25868.7,33,82405.20000000001,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2004-09-01,Other,786,0,1498,3055.9,1921.7,,
depenses d'interet,21563,11572.3,10339.8,17149,116865.9,101256.1,35599.4,12743,477662.5,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2004-09-01,Interest expenses,16956,14.7,29238,98720.6,5644.7,,
commissions,13890,1946.2,8658.5,8594,43779.3,38736.7,2615,10883,155367.5,Autres revenus,Autres revenus,Other income,Other income,2004-09-01,Commission banking fees,5929,27.9,8738,8639.9,2930,,
gains sur change,4678,7295.9,2156.8,8815,19905.4,15549.6,1765.2,7989,92402.4,Autres revenus,Autres revenus,Other income,Other income,2004-09-01,Foreign exchange gains,4221,0,7537,8706.8,3782.7,,
autres,4591,759.7,14253.2,13252,62440,40928.3,811.1,1029,145371.5,Autres revenus,Autres revenus,Other income,Other income,2004-09-01,Other,2185,146.2,2594,2217.6,164.4,,
produit net bancaire,103551,23447.700000000004,65114.7,79244,279379.4,200753.50000000003,24289.599999999995,59411,1022457.6,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2004-09-01,Net banking income,47156,329.3,47749,84037.19999999998,7995.2,,
dotation a la provision pour creances douteuses,6000,42697.1,14829,3396,19242.1,10730.4,1584.5,0,113854.1,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2004-09-01,Allowance for bad debts,8539,0,6336,0,500,,
et impots sur le revenu,97551,-19249.399999999994,50285.7,75848,260137.30000000002,190023.10000000003,22705.099999999995,59411,908603.5,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2004-09-01,Earnings before operating expenses and income tax,38617,329.3,41413,84037.19999999998,7495.2,,
salaires et avantages sociaux,41478,7259.1,21487.6,22732,68567.4,57423.6,5043,15926,292377.5,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2004-09-01,Salaries and benefits,9841,234.6,16205,24185.3,1994.9,,
frais de locaux,4062,2218.4,8089.6,8365,10008.5,10778.2,1543.7,2411,62354.4,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2004-09-01,Premises expenses,3365,60,4893,5599.3,960.7,,
amortissement,8665,1922.1,4364.2,5350,19240,19318.8,1020.3,2855,74238.8,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2004-09-01,Amortization,1726,0,4920,4193.7,663.7,,
autres depenses d'exploitation,77560,5325.1,26531.2,31774,105362.4,92265.1,6277,7547,456426.1,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2004-09-01,Other operating expenses,17546,112.3,38972,45591.1,1562.9,,
benefice avant impots sur le revenu,-34214,-35974.09999999999,-10186.899999999994,7627,56959.00000000003,10237.400000000023,8821.099999999995,30672,23206.699999999953,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2004-09-01,Profit before income tax,6139,-77.60000000000002,-23577,4467.799999999988,2312.999999999999,,
impots sur le revenu,0,0,-3564.3,0,12470.8,-7105.2,2774.2,7362,9688.5,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2004-09-01,Income taxes,4353,0,-8252,1650,0,,
benefice net (perte nette),-34214,-35974.09999999999,-6622.599999999994,7627,44488.200000000026,17342.600000000024,6046.899999999995,23310,13518.199999999953,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2004-09-01,Net profit (loss),1786,-77.60000000000002,-15325,2817.7999999999884,2312.999999999999,,
prets,20148,16632,28863.6,35520,106943.7,118944.6,19994.7,54616,591535.7000000001,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-12-01,Loans,31692,133,51062,105427.8,1558.3,,
interets sur bons b.r.h.,28347,109.6,4119.2,3740,23849.3,9230.1,2638.1,932,73224.50000000001,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-12-01,Interest on central bank bills,98,0,161.2,0,0,,
autres,10052,0,4695.6,1590,34177.1,10305.2,4535.3,66,68676.8,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-12-01,Other,1578,20.6,157.2,815.8,684,,
depenses d'interet,12810,4800.6,7505.7,6397,34553.8,31316.9,8035,14412,191106.9,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2002-12-01,Interest expenses,5116,27.7,11045.6,54160.9,925.7,,
commissions,8031,3574.4,5920,3613,22562,29165.1,923.5,11158,97259,Autres revenus,Autres revenus,Other income,Other income,2002-12-01,Commission banking fees,4428,30.1,5302.1,2400,151.8,,
gains sur change,7523,8345,4376.9,13095,20609.6,40099.5,4052.6,8470,151684.4,Autres revenus,Autres revenus,Other income,Other income,2002-12-01,Foreign exchange gains,4813,0,21315.9,17660.5,1323.4,,
autres,5405,1213.2,2514.1,271,40885.9,18581.7,462.7,213,71228.00000000001,Autres revenus,Autres revenus,Other income,Other income,2002-12-01,Other,43,170.3,92.1,1308.1,67.9,,
produit net bancaire,66696,25073.6,42983.7,51432,214473.8,195009.30000000005,24571.899999999998,61043,862501.5000000001,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2002-12-01,Net banking income,37536,326.3,67044.9,73451.3,2859.7000000000003,,
dotation a la provision pour creances douteuses,0,1500,4000,1188,14777.5,9260.1,1576.3,2200,34833.9,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2002-12-01,Allowance for bad debts,-2377,0,2034,0,675,,
et impots sur le revenu,66696,23573.6,38983.7,50244,199696.3,185749.20000000004,22995.6,58843,827667.6000000001,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2002-12-01,Earnings before operating expenses and income tax,39913,326.3,65010.899999999994,73451.3,2184.7000000000003,,
salaires et avantages sociaux,25274,8566.5,16864.1,14522,52619.7,50592.7,4998.6,13632,237617.09999999998,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-12-01,Salaries and benefits,14966,169.9,13948,20242.7,1220.9,,
frais de locaux,751,162.7,4834.4,4149,8149.5,6876.3,1029,4374,40668.899999999994,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-12-01,Premises expenses,2371,45,4182.8,2983,761.2,,
amortissement,5796,1812.1,6698,3986,16060.6,15093.2,730.7,8756,68981.4,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-12-01,Amortization,1377,0,4156.8,3925.3,589.7,,
autres depenses d'exploitation,11130,6334.6,16469.7,16673,61921.2,69463.9,2896.7,16586,268890.4,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-12-01,Other operating expenses,12071,149.7,17898.2,36958.4,338,,
benefice avant impots sur le revenu,23745,6697.699999999997,-5882.5,10914,60945.29999999999,43723.100000000064,13340.599999999999,15495,211509.80000000005,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2002-12-01,Profit before income tax,9128,-38.30000000000001,24825.09999999999,9341.900000000001,-725.0999999999999,,
impots sur le revenu,0,0,-2058.9,2339,8849.1,13695.7,4133.8,-1825,36968.700000000004,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2002-12-01,Income taxes,3194.9,21,8619.1,0,0,,
benefice net (perte nette),23745,6697.699999999997,-3823.6,8575,52096.19999999999,30027.400000000063,9206.8,17320,174541.10000000003,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2002-12-01,Net profit (loss),5933.1,-59.30000000000001,16205.99999999999,9341.900000000001,-725.0999999999999,,
prets,13879,18193.2,39792.8,34427,110552.6,105954.3,21431.6,59160,598652.3999999999,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-12-01,Loans,31069,214.5,45072.6,118115.4,0,790.4,
interets sur bons b.r.h.,52399,2154.9,12224.6,8602,50135.9,10090.9,5075.9,462,144780.19999999998,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-12-01,Interest on central bank bills,3313,0,273.4,48.6,0,0,
autres,8181,400.1,3344.3,1319,10830.7,14478.2,2338.5,24,47730.7,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-12-01,Other,2054,0,3227.6,1531.1,0,2.2,
depenses d'interet,16419,7611.8,18775.3,14554,58122.6,51332.7,12262.8,19541,313645.3,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2001-12-01,Interest expenses,17646,27.7,22521.3,72368.3,0,2462.8,
commissions,5478,1436.9,6846.9,4159,19532.2,18986,830,7206,82497.2,Autres revenus,Autres revenus,Other income,Other income,2001-12-01,Commission banking fees,2665,80.4,5358.1,9357.9,0,560.8,
gains sur change,2086,1457.8,2584.8,6353,13366.5,22783.7,1655.4,7598,78437,Autres revenus,Autres revenus,Other income,Other income,2001-12-01,Foreign exchange gains,2710,0,7892.3,9584.9,80.3,284.3,
autres,6822,257,820.6,754,12412.9,4341.1,70.2,101,31319.299999999996,Autres revenus,Autres revenus,Other income,Other income,2001-12-01,Other,37,153.9,3098.1,2557.2,1.7,-107.4,
produit net bancaire,72426,16288.100000000002,46838.70000000001,41060,158708.2,125301.5,19138.8,55010,669771.4999999998,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2001-12-01,Net banking income,24202,421.1,42400.8,68826.8,82,-932.5000000000003,
dotation a la provision pour creances douteuses,0,1500,9003,850,8354.5,5633.9,1311.7,6000,69012.6,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2001-12-01,Allowance for bad debts,3793,0,30837.6,1500,0,228.9,
et impots sur le revenu,72426,14788.100000000002,37835.70000000001,40210,150353.7,119667.6,17827.1,49010,600758.8999999998,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2001-12-01,Earnings before operating expenses and income tax,20409,421.1,11563.200000000004,67326.8,82,-1161.4000000000003,
salaires et avantages sociaux,24477,6894.9,17272.3,13239,54430.1,46532,4410.8,14407,224194.2,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-12-01,Salaries and benefits,11074,169.6,13008.3,15373.3,657.5,2248.4,
frais de locaux,1413,330.5,3002.7,2911,5682.2,5609.1,1277.6,2532,30275.1,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-12-01,Premises expenses,1325,61.9,3514.6,2525.5,0,90,
amortissement,5504,1517.1,7056.5,4602,15244.6,10009.7,796.8,2117,55729.20000000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-12-01,Amortization,883,3.2,3897.9,3375.4,304.8,417.2,
autres depenses d'exploitation,7791,3881.2,17776.9,12207,64053.4,50503.6,2601.6,13628,233015.2,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2001-12-01,Other operating expenses,9253,93.2,18359.4,31318.7,147.7,1400.5,
benefice avant impots sur le revenu,33241,2164.4000000000015,-7272.69999999999,7251,10943.400000000023,7013.200000000012,8740.3,16326,57545.19999999984,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2001-12-01,Profit before income tax,-2126,93.20000000000005,-27216.999999999993,14733.900000000001,-1028,-5317.500000000001,
impots sur le revenu,0,0,-2545.5,1334,2480.5,2140.7,2684.7,6033,14729.4,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2001-12-01,Income taxes,652,0,450,1500,0,0,
benefice net (perte nette),33241,2164.4000000000015,-4727.19999999999,5917,8462.900000000023,4872.500000000012,6055.599999999999,10293,42815.799999999836,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2001-12-01,Net profit (loss),-2778,93.20000000000005,-27666.999999999993,13233.900000000001,-1028,-5317.500000000001,
prets,21936,15047.5,32199.2,41686,161181.7,155919.8,26311.5,78503,752899.3999999999,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-03-01,Loans,35424,158.4,70514.6,111746,2271.7,,
interets sur bons b.r.h.,31899,76.3,8899.9,2596,21876.9,6337.2,3289.2,-27,74947.5,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-03-01,Interest on central bank bills,0,0,0,0,0,,
autres,24919,0,3660.3,2877,40004.1,9555.8,2855.4,66,87042.4,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2003-03-01,Other,1756,19.5,560.1,269.2,500,,
depenses d'interet,13194,5081.3,10205.2,9191,52541.4,49497.9,11499.7,25829,267540.5,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2003-03-01,Interest expenses,7811,28.8,16146.2,64957.6,1557.4,,
commissions,8268,5254.7,4761.5,4813,37459.5,42854.9,1502.6,12450,136393.09999999998,Autres revenus,Autres revenus,Other income,Other income,2003-03-01,Commission banking fees,4860,16.5,6295.1,7546.2,311.1,,
gains sur change,8308,4159.1,3769.4,18339,-8924.3,45963.7,4243,6301,135110.59999999998,Autres revenus,Autres revenus,Other income,Other income,2003-03-01,Foreign exchange gains,6265,0,25185.7,18584.2,2916.8,,
autres,12954,2677.5,14390.5,1188,49473.9,29437.6,1868.5,46,112245.8,Autres revenus,Autres revenus,Other income,Other income,2003-03-01,Other,149,45,10.6,0,5.2,,
produit net bancaire,95090,22133.8,57475.6,62308,248530.40000000002,240571.1,28570.5,71510,1031098.2999999998,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2003-03-01,Net banking income,40643,210.6,86419.90000000002,73188,4447.4,,
dotation a la provision pour creances douteuses,0,1586.2,4500,1228,15455.5,2609,1744.6,19136,55256.3,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2003-03-01,Allowance for bad debts,5172,0,3000,0,825,,
et impots sur le revenu,95090,20547.6,52975.6,61080,233074.90000000002,237962.1,26825.9,52374,975841.9999999998,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2003-03-01,Earnings before operating expenses and income tax,35471,210.6,83419.90000000002,73188,3622.3999999999996,,
salaires et avantages sociaux,28798,7419.3,16816.9,16655,59624.2,59779.1,4428.1,18488,251582.60000000003,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-03-01,Salaries and benefits,4143,178.5,13374.6,20396.4,1481.5,,
frais de locaux,937,227.1,4404.2,4825,10114.7,7387.2,1491.6,4178,45973.200000000004,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-03-01,Premises expenses,2917,60,5105,4027.7,298.7,,
amortissement,5848,1740.9,6116.4,4424,16178.9,16159.8,844.2,2767,63915.600000000006,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-03-01,Amortization,1136,0,4156.8,3957.5,586.1,,
autres depenses d'exploitation,20607,7159.8,21332.2,17740,85340.1,90210.8,6202.4,13822,333542.8,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2003-03-01,Other operating expenses,8223,104.4,21943.7,39748,1109.4,,
benefice avant impots sur le revenu,38900,4000.4999999999964,4305.9000000000015,17436,61817.00000000003,64425.19999999998,13859.600000000002,13119,280827.7999999998,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2003-03-01,Profit before income tax,19052,-132.29999999999998,38839.800000000025,5058.399999999994,146.69999999999936,,
impots sur le revenu,0,0,1507.7,3322,12608.2,20302.5,4365.8,9426,72294.40000000001,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2003-03-01,Income taxes,6668.2,0,13594,500,0,,
benefice net (perte nette),38900,4000.4999999999964,2798.2000000000016,14114,49208.80000000003,44122.69999999998,9493.800000000003,3693,208533.3999999998,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2003-03-01,Net profit (loss),12383.8,-132.29999999999998,25245.800000000025,4558.399999999994,146.69999999999936,,
prets,14674,16749.9,38583.2,33718,100792.5,96285.1,21285.3,50400,557497.7,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-03-01,Loans,29043,128.4,39982.3,115691.4,164.6,,0
interets sur bons b.r.h.,43454,1254.8,8816,7038,27590.3,6190,3941.1,0,100410.1,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-03-01,Interest on central bank bills,1451,0,578.6,96.3,0,,0
autres,7152,297.8,216.6,1105,9231.9,12337.6,2456.7,16,36206.1,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2002-03-01,Other,1309,0,1298.7,591.4,193.4,,0
depenses d'interet,15286,6118.2,14376.3,10639,44907.1,34853.6,9737.8,15388,233912.5,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2002-03-01,Interest expenses,11332,25.6,16196.1,54924.1,128.7,,0
commissions,4843,2723.5,6135.6,3093,21607.7,21495.2,1001.6,6626,79691.90000000001,Autres revenus,Autres revenus,Other income,Other income,2002-03-01,Commission banking fees,2837,33.8,4607.9,4538.1,149.5,,0
gains sur change,2273,1658.3,2256.5,4643,13986.4,25126.2,928.7,6553,75530.8,Autres revenus,Autres revenus,Other income,Other income,2002-03-01,Foreign exchange gains,4485,0,6827.8,6503.8,289.1,,0
autres,14303,317,3626.4,1053,19445.2,3562,712.6,23,44350.5,Autres revenus,Autres revenus,Other income,Other income,2002-03-01,Other,208,143.7,836.9,16.6,103.1,,0
produit net bancaire,71413,16883.1,45258,40011,147746.90000000002,130142.5,20588.2,48230,659774.5999999999,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2002-03-01,Net banking income,28001,280.3,37936.1,72513.5,771,,0
dotation a la provision pour creances douteuses,0,1950,9804,306,8589.6,-1886.9,1323.1,0,27739.799999999996,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2002-03-01,Allowance for bad debts,3154,0,3000,1500,0,,0
et impots sur le revenu,71413,14933.099999999999,35454,39705,139157.30000000002,132029.4,19265.100000000002,48230,632034.7999999998,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2002-03-01,Earnings before operating expenses and income tax,24847,280.3,34936.1,71013.5,771,,0
salaires et avantages sociaux,27544,6049.1,16045,14263,55771.1,45685.2,4279.9,12170,214422.89999999997,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-03-01,Salaries and benefits,4291,171.3,11922.7,15200.2,1030.4,,0
frais de locaux,500,334.5,2735.6,3338,6272.4,6430.6,1150.7,2391,30505.600000000002,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-03-01,Premises expenses,1219,45,3403.4,2685.4,0,,0
amortissement,5699,1537.2,6934.9,4541,15235.6,10814.5,815.9,2298,56609.299999999996,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-03-01,Amortization,599,4.7,4104.4,3457.9,567.2,,0
autres depenses d'exploitation,9876,4907.4,17581.2,14646,58221.6,54868.9,3348.2,13666,235431.5,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2002-03-01,Other operating expenses,8922,88.9,10812.9,38041.9,450.5,,0
benefice avant impots sur le revenu,27794,2104.899999999998,-7842.699999999997,2917,3656.600000000006,14230.199999999997,9670.400000000003,17705,95065.49999999977,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2002-03-01,Profit before income tax,9816,-29.599999999999966,4692.699999999997,11628.099999999991,-1277.1000000000004,,0
impots sur le revenu,0,0,-2745.2,544,0,4482.5,3046.2,4873,15307.5,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2002-03-01,Income taxes,3607,0,0,1500,0,,0
benefice net (perte nette),27794,2104.899999999998,-5097.499999999997,2373,3656.600000000006,9747.699999999997,6624.2000000000035,12832,79757.99999999977,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2002-03-01,Net profit (loss),6209,-29.599999999999966,4692.699999999997,10128.099999999991,-1277.1000000000004,,0
prets,19450,17399.3,45639.5,35238,110678.3,110432.6,20000.4,67880,616651.6,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-03-01,Loans,34475,215.1,44053.7,110921.7,,268,
interets sur bons b.r.h.,36521,1403.6,2072.5,1007,34737,734.6,1556.3,1943,80720.90000000001,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-03-01,Interest on central bank bills,656,0,68.1,0,,21.8,
autres,12427,444.7,16967.6,4516,20507.9,26753.4,5007.5,135,95582.9,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2001-03-01,Other,3461,0,2666.2,2696.6,,0,
depenses d'interet,11958,9311.1,29856.7,20448,52902.6,67951.9,12146.5,32142,360069.2,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2001-03-01,Interest expenses,19967,26.6,21004.4,81571,,783.4,
commissions,7059,1430.5,7836.6,3420,17514.5,18522.9,595.8,5092,80990.5,Autres revenus,Autres revenus,Other income,Other income,2001-03-01,Commission banking fees,2330,48,3597.8,12416.3,,1127.1,
